user_id,home_region,diet,health_profile,spice_pref,age_band,n_interactions
34356,Punjab,Vegetarian,general,medium,36-50,27
34357,South India,Vegetarian,heart_lowsodium,medium,26-35,44
34358,Pan-Indian,Vegetarian,general,mild,26-35,19
34359,Kerala,Vegan,general,mild,18-25,28
34360,Pan-Indian,Non-Vegetarian,general,medium,26-35,26
34361,Maharashtra,Vegetarian,general,medium,36-50,16
34362,Tamil Nadu,Vegetarian,general,medium,36-50,16
34363,Pan-Indian,Vegetarian,general,hot,18-25,6
34364,Pan-Indian,Vegetarian,diabetic,hot,26-35,19
34365,Telangana,Non-Vegetarian,general,hot,18-25,18
34366,Mughlai (North India),Vegetarian,general,hot,26-35,18
34367,Pan-Indian,Non-Vegetarian,general,hot,26-35,17
34368,Telangana,Vegan,general,hot,18-25,8
34369,Odisha,Non-Vegetarian,general,hot,18-25,18
34370,Punjab,Non-Vegetarian,general,hot,18-25,5
34371,Gujarat,Non-Vegetarian,general,hot,51+,46
34372,Tamil Nadu,Vegetarian,general,medium,51+,11
34373,Mughlai (North India),Vegetarian,weight_loss,hot,36-50,18
34374,Pan-Indian,Vegetarian,general,hot,36-50,21
34375,South India,Vegetarian,general,medium,51+,9
34376,Uttar Pradesh,Vegetarian,general,mild,26-35,6
34377,Pan-Indian,Non-Vegetarian,general,medium,26-35,14
34378,Maharashtra,Vegetarian,general,medium,36-50,8
34379,South India,Non-Vegetarian,general,medium,18-25,10
34380,North India,Non-Vegetarian,general,hot,36-50,77
34381,Maharashtra,Vegetarian,general,hot,36-50,9
34382,Pan-Indian,Vegetarian,general,hot,26-35,26
34383,Jammu & Kashmir,Vegetarian,heart_lowsodium,mild,36-50,9
34384,Andhra Pradesh,Non-Vegetarian,general,medium,51+,7
34385,Pan-Indian,Vegan,heart_lowsodium,medium,18-25,5
34386,Punjab,Vegetarian,general,mild,36-50,19
34387,Mughlai (North India),Non-Vegetarian,heart_lowsodium,hot,18-25,15
34388,Pan-Indian,Non-Vegetarian,heart_lowsodium,hot,26-35,16
34389,Pan-Indian,Non-Vegetarian,general,medium,26-35,8
34390,Kerala,Vegetarian,general,medium,26-35,30
34391,West India,Vegetarian,general,medium,26-35,5
34392,North India,Non-Vegetarian,general,medium,36-50,5
34393,Kerala,Non-Vegetarian,general,medium,36-50,14
34394,South India,Vegetarian,general,hot,18-25,11
34395,Pan-Indian,Vegetarian,heart_lowsodium,hot,36-50,90
34396,Telangana,Non-Vegetarian,weight_loss,mild,36-50,86
34397,Pan-Indian,Vegetarian,general,medium,18-25,6
34398,Pan-Indian,Eggetarian,general,hot,26-35,23
34399,Bihar,Non-Vegetarian,general,hot,26-35,10
34400,Kerala,Vegetarian,general,medium,36-50,20
34401,Gujarat,Eggetarian,weight_loss,medium,18-25,5
34402,Maharashtra,Vegan,weight_loss,medium,26-35,39
34403,Rajasthan,Vegan,general,medium,18-25,13
34404,Punjab,Vegetarian,heart_lowsodium,mild,26-35,7
34405,West Bengal,Non-Vegetarian,general,medium,18-25,20
34406,Tamil Nadu,Vegetarian,heart_lowsodium,medium,26-35,17
34407,West Bengal,Vegetarian,general,medium,51+,75
34408,Kerala,Non-Vegetarian,diabetic,medium,18-25,11
34409,South India,Non-Vegetarian,weight_loss,medium,51+,9
34410,Pan-Indian,Non-Vegetarian,general,medium,18-25,30
34411,North India,Vegetarian,general,mild,36-50,52
34412,Pan-Indian,Non-Vegetarian,weight_loss,hot,18-25,23
34413,South India,Non-Vegetarian,diabetic,hot,36-50,31
34414,Pan-Indian,Vegan,general,mild,26-35,5
34415,Gujarat,Non-Vegetarian,general,medium,26-35,42
34416,Rajasthan,Eggetarian,general,mild,26-35,9
34417,Tamil Nadu,Eggetarian,general,medium,18-25,9
34418,South India,Vegetarian,general,medium,18-25,27
34419,North India,Vegetarian,general,medium,36-50,76
34420,Pan-Indian,Non-Vegetarian,heart_lowsodium,hot,51+,14
34421,Pan-Indian,Vegetarian,diabetic,medium,36-50,17
34422,Pan-Indian,Vegetarian,general,mild,36-50,5
34423,Tamil Nadu,Vegetarian,general,hot,18-25,19
34424,Maharashtra,Vegetarian,general,medium,26-35,6
34425,Pan-Indian,Non-Vegetarian,general,hot,18-25,71
34426,Kerala,Non-Vegetarian,diabetic,hot,26-35,26
34427,South India,Eggetarian,general,mild,51+,34
34428,Sindhi (community),Eggetarian,heart_lowsodium,hot,26-35,17
34429,South India,Vegan,weight_loss,medium,26-35,48
34430,Pan-Indian,Vegetarian,diabetic,hot,18-25,39
34431,Uttarakhand,Vegetarian,general,hot,36-50,5
34432,South India,Non-Vegetarian,heart_lowsodium,medium,26-35,6
34433,Tamil Nadu,Non-Vegetarian,general,mild,26-35,8
34434,Kerala,Eggetarian,general,medium,36-50,9
34435,Parsi (community),Vegetarian,general,medium,36-50,19
34436,Gujarat,Non-Vegetarian,general,mild,26-35,9
34437,West Bengal,Eggetarian,heart_lowsodium,medium,26-35,10
34438,Karnataka,Non-Vegetarian,general,medium,36-50,9
34439,West Bengal,Eggetarian,heart_lowsodium,hot,36-50,11
34440,West Bengal,Eggetarian,general,mild,51+,9
34441,West Bengal,Vegetarian,general,medium,51+,6
34442,Gujarat,Vegan,heart_lowsodium,hot,36-50,12
34443,Tamil Nadu,Vegetarian,general,medium,18-25,8
34444,Pan-Indian,Non-Vegetarian,weight_loss,mild,18-25,21
34445,Pan-Indian,Vegetarian,general,medium,36-50,28
34446,Punjab,Non-Vegetarian,weight_loss,medium,18-25,21
34447,Mughlai (North India),Vegetarian,general,mild,26-35,19
34448,Pan-Indian,Non-Vegetarian,general,hot,18-25,22
34449,Pan-Indian,Vegan,diabetic,medium,51+,32
34450,Andhra Pradesh,Vegetarian,general,hot,26-35,38
34451,Pan-Indian,Eggetarian,weight_loss,mild,26-35,18
34452,Pan-Indian,Non-Vegetarian,general,hot,26-35,30
34453,Pan-Indian,Non-Vegetarian,diabetic,mild,51+,14
34454,Tamil Nadu,Non-Vegetarian,weight_loss,medium,18-25,11
34455,Telangana,Vegetarian,general,hot,18-25,5
34456,West Bengal,Vegetarian,weight_loss,medium,26-35,16
34457,Kerala,Vegetarian,weight_loss,hot,36-50,61
34458,Pan-Indian,Vegetarian,diabetic,medium,18-25,7
34459,Karnataka,Non-Vegetarian,general,medium,51+,12
34460,South India,Non-Vegetarian,diabetic,medium,18-25,11
34461,Kerala,Vegetarian,general,hot,51+,55
34462,Kerala,Vegan,weight_loss,mild,36-50,15
34463,Pan-Indian,Non-Vegetarian,weight_loss,medium,51+,8
34464,Maharashtra,Non-Vegetarian,weight_loss,hot,36-50,12
34465,Pan-Indian,Vegan,general,mild,51+,34
34466,Pan-Indian,Eggetarian,heart_lowsodium,medium,18-25,38
34467,Kerala,Non-Vegetarian,weight_loss,medium,26-35,57
34468,Uttar Pradesh,Non-Vegetarian,weight_loss,hot,26-35,62
34469,North India,Eggetarian,general,medium,26-35,7
34470,West India,Vegan,weight_loss,mild,36-50,17
34471,Maharashtra,Non-Vegetarian,general,mild,36-50,7
34472,Gujarat,Non-Vegetarian,diabetic,medium,18-25,5
34473,Kerala,Vegetarian,general,medium,36-50,17
34474,Assam,Non-Vegetarian,heart_lowsodium,medium,51+,27
34475,Tamil Nadu,Eggetarian,general,hot,51+,67
34476,Mughlai (North India),Vegetarian,heart_lowsodium,medium,18-25,11
34477,Pan-Indian,Vegetarian,heart_lowsodium,medium,18-25,19
34478,Pan-Indian,Vegan,general,hot,26-35,12
34479,Kerala,Non-Vegetarian,general,mild,18-25,12
34480,Karnataka,Eggetarian,heart_lowsodium,hot,26-35,45
34481,Pan-Indian,Eggetarian,general,mild,36-50,9
34482,South India,Vegetarian,general,medium,36-50,10
34483,Pan-Indian,Vegetarian,general,medium,26-35,32
34484,Bihar,Vegan,general,medium,18-25,5
34485,Pan-Indian,Vegetarian,heart_lowsodium,medium,36-50,21
34486,Kerala,Eggetarian,general,hot,18-25,45
34487,West Bengal,Vegetarian,general,hot,18-25,8
34488,Gujarat,Vegetarian,general,mild,36-50,18
34489,Bihar,Vegetarian,heart_lowsodium,medium,26-35,15
34490,North India,Eggetarian,general,medium,36-50,7
34491,Punjab,Vegan,diabetic,medium,36-50,16
34492,Tamil Nadu,Vegan,heart_lowsodium,mild,36-50,39
34493,Pan-Indian,Non-Vegetarian,general,medium,26-35,20
34494,Pan-Indian,Vegetarian,diabetic,medium,51+,13
34495,Pan-Indian,Eggetarian,diabetic,hot,51+,37
34496,Tamil Nadu,Non-Vegetarian,general,medium,26-35,42
34497,Telangana,Vegan,general,hot,18-25,28
34498,Kerala,Vegetarian,general,medium,18-25,5
34499,Karnataka,Vegan,general,medium,26-35,16
34500,Andhra Pradesh,Non-Vegetarian,diabetic,medium,26-35,13
34501,Pan-Indian,Vegetarian,general,medium,51+,10
34502,Pan-Indian,Eggetarian,diabetic,medium,36-50,13
34503,Goa,Vegan,weight_loss,hot,51+,13
34504,Kerala,Vegan,general,hot,51+,11
34505,West Bengal,Vegetarian,weight_loss,medium,26-35,9
34506,West Bengal,Vegetarian,weight_loss,medium,26-35,39
34507,Punjab,Vegan,general,mild,18-25,18
34508,Parsi (community),Vegetarian,general,mild,36-50,11
34509,Pan-Indian,Vegan,general,medium,26-35,10
34510,Tamil Nadu,Non-Vegetarian,general,mild,26-35,29
34511,South India,Non-Vegetarian,diabetic,hot,36-50,22
34512,Jammu & Kashmir,Vegetarian,general,hot,26-35,10
34513,Punjab,Vegan,general,mild,26-35,32
34514,Punjab,Vegetarian,heart_lowsodium,hot,51+,24
34515,Karnataka,Non-Vegetarian,general,hot,51+,39
34516,South India,Vegetarian,general,medium,18-25,33
34517,Pan-Indian,Vegetarian,general,medium,36-50,12
34518,Mughlai (North India),Vegan,heart_lowsodium,hot,51+,6
34519,Pan-Indian,Eggetarian,heart_lowsodium,mild,18-25,22
34520,Mughlai (North India),Non-Vegetarian,heart_lowsodium,hot,18-25,6
34521,Pan-Indian,Non-Vegetarian,general,mild,26-35,5
34522,Pan-Indian,Non-Vegetarian,general,medium,18-25,12
34523,Uttar Pradesh,Non-Vegetarian,general,medium,51+,27
34524,Punjab,Non-Vegetarian,general,hot,36-50,52
34525,Tamil Nadu,Vegetarian,general,medium,26-35,51
34526,West Bengal,Non-Vegetarian,weight_loss,medium,18-25,9
34527,Kerala,Non-Vegetarian,general,medium,18-25,7
34528,Maharashtra,Non-Vegetarian,general,medium,18-25,32
34529,Andhra Pradesh,Non-Vegetarian,heart_lowsodium,mild,26-35,36
34530,Andhra Pradesh,Vegan,general,medium,26-35,21
34531,Karnataka,Non-Vegetarian,general,hot,51+,19
34532,Karnataka,Eggetarian,weight_loss,mild,18-25,14
34533,Karnataka,Vegetarian,diabetic,medium,26-35,11
34534,South India,Vegan,general,medium,18-25,16
34535,Punjab,Non-Vegetarian,general,medium,26-35,5
34536,West Bengal,Vegan,general,mild,26-35,11
34537,Maharashtra,Non-Vegetarian,general,hot,18-25,36
34538,Bihar,Eggetarian,heart_lowsodium,hot,36-50,7
34539,Sindhi (community),Vegetarian,heart_lowsodium,hot,18-25,33
34540,Pan-Indian,Non-Vegetarian,general,medium,26-35,62
34541,Maharashtra,Vegetarian,weight_loss,mild,18-25,20
34542,Tamil Nadu,Vegetarian,general,hot,18-25,9
34543,Pan-Indian,Non-Vegetarian,diabetic,medium,18-25,16
34544,Punjab,Eggetarian,heart_lowsodium,hot,36-50,14
34545,Uttar Pradesh,Vegetarian,heart_lowsodium,mild,26-35,9
34546,Kerala,Non-Vegetarian,general,hot,26-35,47
34547,Pan-Indian,Non-Vegetarian,diabetic,mild,26-35,8
34548,Bihar,Vegetarian,weight_loss,medium,36-50,36
34549,Rajasthan,Vegetarian,general,medium,18-25,41
34550,Kerala,Vegetarian,weight_loss,medium,26-35,72
34551,South India,Vegetarian,general,medium,36-50,11
34552,Maharashtra,Vegetarian,general,medium,36-50,14
34553,Pan-Indian,Non-Vegetarian,general,hot,36-50,5
34554,Pan-Indian,Vegan,diabetic,mild,26-35,7
34555,Pan-Indian,Vegetarian,diabetic,medium,36-50,7
34556,Mughlai (North India),Eggetarian,general,mild,51+,64
34557,Pan-Indian,Non-Vegetarian,general,hot,26-35,10
34558,Bihar,Vegan,general,medium,26-35,14
34559,North India,Vegan,heart_lowsodium,medium,51+,22
34560,Pan-Indian,Vegetarian,general,medium,36-50,16
34561,Punjab,Vegetarian,general,medium,51+,10
34562,North India,Vegan,diabetic,medium,36-50,5
34563,South India,Vegetarian,general,medium,18-25,36
34564,Pan-Indian,Non-Vegetarian,diabetic,medium,36-50,5
34565,Gujarat,Vegetarian,heart_lowsodium,hot,26-35,7
34566,North India,Vegetarian,general,hot,26-35,5
34567,West Bengal,Vegan,general,hot,51+,10
34568,Pan-Indian,Vegetarian,general,medium,18-25,15
34569,Assam,Vegetarian,diabetic,hot,36-50,11
34570,Pan-Indian,Vegetarian,heart_lowsodium,medium,18-25,18
34571,North India,Vegan,heart_lowsodium,hot,36-50,10
34572,Goa,Vegetarian,weight_loss,mild,26-35,19
34573,Punjab,Vegetarian,general,hot,18-25,6
34574,Gujarat,Eggetarian,diabetic,medium,36-50,17
34575,West Bengal,Vegan,heart_lowsodium,mild,36-50,11
34576,Tamil Nadu,Vegetarian,diabetic,medium,36-50,11
34577,Pan-Indian,Vegan,diabetic,hot,51+,8
34578,North India,Vegetarian,weight_loss,hot,51+,13
34579,North India,Non-Vegetarian,heart_lowsodium,medium,36-50,35
34580,Pan-Indian,Vegetarian,general,hot,26-35,9
34581,Sindhi (community),Eggetarian,heart_lowsodium,medium,26-35,30
34582,Gujarat,Non-Vegetarian,heart_lowsodium,hot,26-35,8
34583,Pan-Indian,Vegetarian,heart_lowsodium,hot,18-25,16
34584,South India,Vegetarian,general,medium,26-35,31
34585,Uttar Pradesh,Non-Vegetarian,general,hot,36-50,28
34586,Punjab,Eggetarian,heart_lowsodium,hot,36-50,9
34587,Pan-Indian,Vegetarian,general,medium,26-35,14
34588,Punjab,Non-Vegetarian,diabetic,hot,26-35,70
34589,Bihar,Vegetarian,general,medium,18-25,11
34590,Pan-Indian,Eggetarian,general,mild,51+,14
34591,Mughlai (North India),Vegetarian,general,medium,36-50,14
34592,Goa,Vegetarian,general,hot,26-35,13
34593,North India,Vegetarian,general,medium,36-50,7
34594,Kerala,Non-Vegetarian,general,mild,18-25,27
34595,Pan-Indian,Non-Vegetarian,heart_lowsodium,medium,36-50,7
34596,Pan-Indian,Vegan,general,hot,18-25,6
34597,Uttar Pradesh,Non-Vegetarian,general,hot,36-50,31
34598,Tamil Nadu,Eggetarian,heart_lowsodium,hot,18-25,58
34599,Andhra Pradesh,Vegetarian,heart_lowsodium,hot,36-50,6
34600,Goa,Vegan,heart_lowsodium,medium,26-35,11
34601,West Bengal,Vegetarian,general,hot,18-25,8
34602,Pan-Indian,Vegetarian,general,hot,51+,33
34603,South India,Vegetarian,general,mild,51+,10
34604,Punjab,Vegetarian,general,medium,26-35,26
34605,Pan-Indian,Vegan,heart_lowsodium,hot,18-25,30
34606,Maharashtra,Vegetarian,weight_loss,medium,26-35,5
34607,Goa,Vegan,general,hot,26-35,5
34608,Punjab,Vegetarian,heart_lowsodium,mild,26-35,58
34609,Pan-Indian,Vegetarian,diabetic,hot,26-35,23
34610,South India,Non-Vegetarian,weight_loss,mild,18-25,7
34611,Telangana,Vegetarian,general,medium,18-25,10
34612,Pan-Indian,Vegan,general,mild,51+,92
34613,South India,Vegetarian,general,mild,36-50,5
34614,Maharashtra,Non-Vegetarian,general,medium,36-50,5
34615,Maharashtra,Non-Vegetarian,general,mild,36-50,17
34616,Gujarat,Vegetarian,weight_loss,mild,51+,6
34617,Kerala,Vegetarian,general,mild,26-35,32
34618,Pan-Indian,Vegan,heart_lowsodium,hot,18-25,11
34619,West Bengal,Vegan,weight_loss,medium,26-35,10
34620,Gujarat,Non-Vegetarian,heart_lowsodium,hot,26-35,16
34621,Tamil Nadu,Eggetarian,heart_lowsodium,medium,18-25,40
34622,Pan-Indian,Vegan,diabetic,mild,51+,17
34623,Pan-Indian,Vegetarian,general,medium,26-35,13
34624,Pan-Indian,Vegan,heart_lowsodium,medium,36-50,21
34625,Punjab,Non-Vegetarian,diabetic,medium,26-35,21
34626,Bihar,Non-Vegetarian,general,hot,51+,5
34627,Bihar,Non-Vegetarian,diabetic,hot,18-25,10
34628,Gujarat,Non-Vegetarian,heart_lowsodium,medium,18-25,6
34629,Pan-Indian,Non-Vegetarian,general,medium,36-50,7
34630,Pan-Indian,Vegan,general,hot,26-35,18
34631,Bihar,Vegan,general,medium,36-50,11
34632,Gujarat,Eggetarian,general,medium,18-25,13
34633,Tamil Nadu,Eggetarian,weight_loss,mild,18-25,32
34634,North India,Non-Vegetarian,general,medium,26-35,39
34635,Maharashtra,Vegetarian,heart_lowsodium,mild,26-35,12
34636,Assam,Eggetarian,general,mild,26-35,21
34637,Pan-Indian,Vegetarian,heart_lowsodium,hot,51+,15
34638,Goa,Eggetarian,general,medium,26-35,15
34639,Pan-Indian,Vegetarian,weight_loss,mild,26-35,22
34640,Karnataka,Non-Vegetarian,general,hot,36-50,14
34641,Andhra Pradesh,Vegetarian,general,medium,51+,16
34642,Karnataka,Non-Vegetarian,heart_lowsodium,hot,36-50,20
34643,Maharashtra,Vegetarian,general,medium,18-25,5
34644,Kerala,Non-Vegetarian,general,hot,18-25,23
34645,Punjab,Vegan,heart_lowsodium,mild,36-50,10
34646,Goa,Vegan,heart_lowsodium,medium,51+,5
34647,Pan-Indian,Vegetarian,weight_loss,mild,26-35,18
34648,South India,Vegetarian,weight_loss,medium,36-50,14
34649,Odisha,Non-Vegetarian,heart_lowsodium,medium,51+,29
34650,Goa,Non-Vegetarian,weight_loss,medium,18-25,5
34651,North India,Vegetarian,general,medium,18-25,14
34652,Pan-Indian,Non-Vegetarian,general,hot,26-35,31
34653,Tamil Nadu,Eggetarian,general,mild,26-35,6
34654,Telangana,Vegan,heart_lowsodium,medium,36-50,73
34655,Pan-Indian,Eggetarian,heart_lowsodium,medium,18-25,17
34656,Pan-Indian,Vegetarian,heart_lowsodium,hot,26-35,37
34657,North India,Vegan,diabetic,medium,26-35,14
34658,North India,Eggetarian,general,hot,18-25,8
34659,North India,Non-Vegetarian,general,mild,26-35,21
34660,Maharashtra,Vegetarian,diabetic,hot,18-25,42
34661,Telangana,Vegetarian,weight_loss,medium,26-35,16
34662,Punjab,Eggetarian,general,mild,18-25,26
34663,Pan-Indian,Eggetarian,general,hot,26-35,28
34664,Pan-Indian,Vegetarian,general,mild,36-50,5
34665,Pan-Indian,Vegetarian,general,medium,18-25,7
34666,Pan-Indian,Vegetarian,general,hot,26-35,23
34667,Rajasthan,Vegetarian,general,medium,26-35,11
34668,Punjab,Vegetarian,diabetic,medium,26-35,22
34669,West Bengal,Vegetarian,heart_lowsodium,hot,26-35,25
34670,West Bengal,Non-Vegetarian,diabetic,medium,26-35,5
34671,Kerala,Vegetarian,heart_lowsodium,medium,36-50,25
34672,Goa,Non-Vegetarian,general,medium,18-25,32
34673,Mughlai (North India),Non-Vegetarian,diabetic,medium,51+,29
34674,Goa,Vegan,general,mild,26-35,36
34675,Pan-Indian,Non-Vegetarian,general,mild,26-35,44
34676,Pan-Indian,Vegan,weight_loss,medium,18-25,23
34677,North India,Vegan,general,medium,18-25,5
34678,Pan-Indian,Vegan,general,medium,18-25,40
34679,Andhra Pradesh,Vegetarian,general,medium,36-50,10
34680,Goa,Vegetarian,general,hot,26-35,5
34681,Andhra Pradesh,Vegetarian,heart_lowsodium,mild,51+,25
34682,Tamil Nadu,Non-Vegetarian,general,medium,36-50,60
34683,Pan-Indian,Vegetarian,general,medium,18-25,11
34684,Punjab,Eggetarian,general,hot,18-25,13
34685,West Bengal,Vegetarian,general,medium,26-35,24
34686,Pan-Indian,Non-Vegetarian,diabetic,mild,26-35,6
34687,Pan-Indian,Vegan,heart_lowsodium,hot,26-35,17
34688,North India,Vegetarian,general,medium,36-50,25
34689,Karnataka,Vegetarian,diabetic,medium,51+,6
34690,North India,Vegetarian,general,hot,36-50,17
34691,Pan-Indian,Non-Vegetarian,weight_loss,medium,26-35,5
34692,Pan-Indian,Eggetarian,general,hot,18-25,11
34693,Mughlai (North India),Vegetarian,diabetic,mild,26-35,14
34694,Telangana,Vegan,heart_lowsodium,medium,36-50,11
34695,Kerala,Non-Vegetarian,general,mild,26-35,10
34696,Kerala,Non-Vegetarian,weight_loss,medium,18-25,8
34697,Pan-Indian,Vegan,diabetic,mild,26-35,8
34698,Andhra Pradesh,Non-Vegetarian,general,medium,26-35,8
34699,Karnataka,Vegetarian,weight_loss,medium,51+,66
34700,Kerala,Non-Vegetarian,general,mild,51+,6
34701,Rajasthan,Vegetarian,general,hot,51+,8
34702,Tamil Nadu,Non-Vegetarian,general,medium,36-50,7
34703,Tamil Nadu,Vegetarian,general,hot,51+,91
34704,Pan-Indian,Vegetarian,general,medium,18-25,7
34705,Pan-Indian,Non-Vegetarian,diabetic,medium,36-50,5
34706,Karnataka,Vegetarian,general,mild,36-50,102
34707,Pan-Indian,Non-Vegetarian,heart_lowsodium,medium,36-50,16
34708,Odisha,Vegetarian,general,mild,36-50,34
34709,Kerala,Vegetarian,heart_lowsodium,hot,18-25,16
34710,Jammu & Kashmir,Non-Vegetarian,general,medium,26-35,6
34711,Karnataka,Vegetarian,general,hot,26-35,5
34712,Maharashtra,Vegan,heart_lowsodium,medium,36-50,12
34713,West Bengal,Non-Vegetarian,heart_lowsodium,hot,36-50,10
34714,South India,Non-Vegetarian,heart_lowsodium,hot,18-25,42
34715,Kerala,Vegetarian,general,hot,51+,8
34716,Andhra Pradesh,Non-Vegetarian,general,medium,36-50,17
34717,Gujarat,Vegan,general,hot,36-50,15
34718,Karnataka,Vegetarian,general,medium,51+,21
34719,Mughlai (North India),Non-Vegetarian,diabetic,medium,36-50,12
34720,North India,Vegetarian,weight_loss,hot,26-35,5
34721,Pan-Indian,Eggetarian,diabetic,medium,26-35,6
34722,West Bengal,Vegetarian,general,mild,26-35,6
34723,Punjab,Vegetarian,general,medium,51+,54
34724,Bihar,Non-Vegetarian,heart_lowsodium,medium,18-25,19
34725,Kerala,Vegan,general,medium,26-35,12
34726,Pan-Indian,Eggetarian,diabetic,medium,51+,26
34727,Mughlai (North India),Vegetarian,general,hot,51+,22
34728,Pan-Indian,Vegetarian,general,hot,26-35,6
34729,Parsi (community),Non-Vegetarian,general,medium,26-35,9
34730,Pan-Indian,Eggetarian,heart_lowsodium,mild,36-50,13
34731,South India,Vegetarian,heart_lowsodium,hot,51+,22
34732,North India,Vegan,general,mild,26-35,21
34733,Tamil Nadu,Eggetarian,general,hot,36-50,5
34734,Pan-Indian,Eggetarian,general,medium,51+,40
34735,Punjab,Vegetarian,general,mild,36-50,10
34736,Kerala,Vegetarian,heart_lowsodium,mild,51+,11
34737,South India,Vegetarian,heart_lowsodium,mild,18-25,8
34738,Pan-Indian,Vegetarian,heart_lowsodium,hot,51+,6
34739,North India,Non-Vegetarian,diabetic,medium,36-50,10
34740,Pan-Indian,Vegan,diabetic,medium,18-25,42
34741,Pan-Indian,Non-Vegetarian,weight_loss,medium,51+,48
34742,North India,Vegetarian,diabetic,hot,18-25,7
34743,Punjab,Non-Vegetarian,diabetic,mild,26-35,17
34744,Pan-Indian,Non-Vegetarian,diabetic,mild,26-35,7
34745,South India,Vegetarian,diabetic,medium,51+,25
34746,North India,Eggetarian,general,medium,18-25,31
34747,Punjab,Non-Vegetarian,general,mild,18-25,21
34748,North India,Non-Vegetarian,general,medium,51+,35
34749,Karnataka,Vegan,weight_loss,hot,51+,27
34750,Pan-Indian,Vegetarian,general,hot,26-35,42
34751,Pan-Indian,Non-Vegetarian,general,hot,36-50,31
34752,Jammu & Kashmir,Vegetarian,diabetic,hot,18-25,16
34753,South India,Vegetarian,general,hot,18-25,36
34754,Mughlai (North India),Vegetarian,heart_lowsodium,mild,36-50,41
34755,North India,Vegetarian,general,medium,26-35,5
34756,Maharashtra,Vegetarian,diabetic,hot,36-50,21
34757,Mughlai (North India),Vegetarian,general,medium,36-50,18
34758,South India,Non-Vegetarian,general,medium,26-35,30
34759,Pan-Indian,Vegetarian,general,hot,36-50,5
34760,Bihar,Vegetarian,general,medium,26-35,5
34761,Pan-Indian,Vegetarian,general,medium,18-25,64
34762,Pan-Indian,Vegan,heart_lowsodium,mild,18-25,107
34763,South India,Vegetarian,diabetic,medium,26-35,11
34764,Pan-Indian,Non-Vegetarian,heart_lowsodium,medium,26-35,26
34765,Maharashtra,Vegetarian,heart_lowsodium,medium,36-50,10
34766,Uttar Pradesh,Vegan,general,medium,18-25,37
34767,Pan-Indian,Vegetarian,diabetic,mild,18-25,14
34768,Karnataka,Vegetarian,heart_lowsodium,medium,26-35,27
34769,Pan-Indian,Vegetarian,general,medium,36-50,43
34770,Kerala,Vegetarian,heart_lowsodium,hot,51+,25
34771,Punjab,Vegetarian,general,hot,18-25,18
34772,South India,Vegan,diabetic,hot,26-35,27
34773,Assam,Non-Vegetarian,general,medium,18-25,27
34774,Bihar,Vegetarian,diabetic,medium,18-25,5
34775,Kerala,Vegetarian,heart_lowsodium,medium,18-25,27
34776,West Bengal,Vegetarian,general,medium,51+,8
34777,Telangana,Vegan,heart_lowsodium,hot,18-25,26
34778,South India,Non-Vegetarian,general,hot,51+,23
34779,Sindhi (community),Non-Vegetarian,weight_loss,mild,18-25,15
34780,Maharashtra,Non-Vegetarian,heart_lowsodium,medium,18-25,11
34781,Pan-Indian,Non-Vegetarian,diabetic,medium,26-35,82
34782,Maharashtra,Vegan,general,mild,18-25,5
34783,Goa,Eggetarian,general,mild,36-50,17
34784,Pan-Indian,Non-Vegetarian,general,medium,36-50,16
34785,Goa,Vegetarian,diabetic,mild,36-50,22
34786,Pan-Indian,Vegetarian,general,hot,36-50,12
34787,Uttarakhand,Non-Vegetarian,heart_lowsodium,medium,26-35,5
34788,Pan-Indian,Vegetarian,general,mild,18-25,10
34789,Karnataka,Non-Vegetarian,general,medium,26-35,35
34790,Pan-Indian,Vegetarian,general,medium,36-50,8
34791,Kerala,Non-Vegetarian,weight_loss,medium,36-50,5
34792,Punjab,Eggetarian,general,hot,26-35,17
34793,Kerala,Non-Vegetarian,general,medium,26-35,11
34794,Pan-Indian,Vegan,diabetic,hot,26-35,17
34795,Assam,Vegetarian,diabetic,hot,26-35,10
34796,Pan-Indian,Eggetarian,general,medium,18-25,10
34797,North India,Non-Vegetarian,general,medium,36-50,8
34798,Pan-Indian,Eggetarian,general,mild,26-35,12
34799,West Bengal,Vegetarian,weight_loss,medium,18-25,86
34800,South India,Vegetarian,general,hot,36-50,9
34801,Kerala,Vegetarian,heart_lowsodium,hot,26-35,12
34802,Andhra Pradesh,Non-Vegetarian,weight_loss,medium,18-25,5
34803,Punjab,Vegetarian,heart_lowsodium,medium,18-25,34
34804,West Bengal,Vegetarian,general,medium,26-35,5
34805,South India,Non-Vegetarian,general,hot,36-50,8
34806,North India,Vegetarian,general,mild,36-50,5
34807,South India,Vegetarian,heart_lowsodium,mild,18-25,17
34808,Gujarat,Vegetarian,general,mild,36-50,5
34809,Pan-Indian,Non-Vegetarian,heart_lowsodium,hot,36-50,5
34810,North India,Vegan,diabetic,hot,26-35,5
34811,West Bengal,Vegetarian,general,mild,26-35,27
34812,Maharashtra,Non-Vegetarian,weight_loss,mild,51+,34
34813,Tamil Nadu,Vegetarian,diabetic,medium,36-50,9
34814,South India,Vegan,heart_lowsodium,mild,26-35,17
34815,Karnataka,Non-Vegetarian,general,medium,51+,25
34816,Punjab,Non-Vegetarian,general,medium,51+,5
34817,North India,Eggetarian,general,medium,36-50,17
34818,Pan-Indian,Vegan,general,mild,26-35,9
34819,Punjab,Vegetarian,weight_loss,hot,26-35,6
